,state
14380,PA
4364,PA
10113,PA
4369,PA
7873,PA
16936,PA
10929,PA
15470,PA
13811,PA
14897,PA
11047,PA
16755,PA
11023,PA
13816,PA
4532,PA
1221,PA
9025,PA
16889,PA
11061,PA
12979,PA
3222,PA
5777,PA
12116,PA
12042,PA
9022,PA
14716,PA
16804,PA
55,PA
1226,PA
1225,PA
17477,PA
13982,PA
1222,PA
3318,PA
15455,PA
3351,PA
9677,PA
4236,PA
13038,PA
16888,PA
3390,PA
9631,PA
5277,PA
8691,PA
16978,PA
5189,PA
8336,PA
2642,PA
3820,PA
15993,PA
735,PA
733,PA
10360,PA
2602,PA
12274,PA
17271,PA
13618,PA
7082,PA
3870,PA
17290,PA
6808,PA
3885,PA
12291,PA
17302,PA
3896,PA
13470,PA
15044,PA
2545,PA
13544,PA
15088,PA
492,PA
3993,PA
16449,PA
4033,PA
6335,PA
10791,PA
5186,PA
4161,PA
12195,PA
2141,PA
9481,PA
11418,PA
8114,PA
10188,PA
2795,PA
1909,PA
14137,PA
4126,PA
13730,PA
10821,PA
8845,PA
17419,PA
12244,PA
17389,PA
16332,PA
5253,PA
11974,PA
1941,PA
4053,PA
10243,PA
10810,PR
11700,PR
6803,PR
4795,PA
14362,PA
14191,PA
5271,PA
5422,PA
5278,PA
2955,PA
4428,PA
3474,PA
3426,PA
3395,PA
3286,PA
7615,PA
7621,PA
12644,PA
2811,PA
2699,PA
2693,PA
15909,PA
12133,PA
12129,PA
7264,PA
2321,PA
11997,PA
9263,PA
2039,PA
11690,PA
16702,PA
9736,PA
9800,PA
9863,PA
10083,PA
1053,PA
913,PA
381,PA
79,PA
2301,PA
3871,PA
5136,PA
6438,PA
6004,PA
6151,PA
4243,PA
5960,PA
4255,PA
14853,PA
14956,PA
15068,PA
4028,PA
6316,PA
6357,PA
5918,RI
6809,RI
871,RI
3986,RI
17431,RI
13912,RI
5036,RI
10712,RI
11929,RI
2727,RI
3654,RI
16085,SC
8993,SC
8715,SC
8984,SC
16027,SC
13813,SC
8991,SC
8642,SC
8791,SC
2458,SC
11918,SC
11024,SC
13961,SC
87,SC
10724,SC
10631,SC
17111,SC
949,SC
983,SC
10126,SC
1158,SC
16874,SC
2600,SC
1663,SC
11854,SC
11861,SC
9140,SC
2617,SC
2669,SC
8207,SC
15517,SC
3125,SC
15479,SC
15597,SC
7926,SC
15454,SC
7937,SC
13534,SC
13517,SC
15961,SC
3645,SC
15552,SC
15941,SC
7011,SC
4068,SC
15957,SC
8357,SC
13966,SC
16715,SD
1336,SD
3762,SD
14036,SD
7458,SD
11118,SD
7051,SD
3761,SD
5788,SD
17082,SD
10650,SD
7692,SD
13442,SD
8177,SD
16019,SD
12522,SD
12266,SD
3997,SD
8933,SD
12151,SD
7694,SD
6013,SD
12711,SD
15340,SC
15089,SC
916,SC
3629,SC
11847,SC
4383,SC
11195,SC
3657,SC
15912,SC
14167,SC
3868,SC
2697,SC
15277,SC
2610,SC
8160,SC
9380,SC
16548,SC
16567,SC
1766,SC
1932,SC
14867,SC
9735,SC
2026,SC
7698,SC
9941,SC
6019,SC
4027,SC
10087,SC
3118,SC
1051,SD
1535,SD
2051,SD
14519,SD
15072,SD
14276,SD
5261,SD
11601,SD
9081,SD
9066,TN
10409,TN
16634,TN
10330,TN
7251,TN
17249,TN
7261,TN
17226,TN
13175,TN
10305,TN
15842,TN
8942,TN
3411,TN
10232,TN
13047,TN
17093,TN
15386,TN
17088,TN
4226,TN
14043,TN
8802,TN
12926,TN
14862,TN
6230,TN
10263,TN
3614,TN
8665,TN
6881,TN
14702,TN
14693,TN
17444,TN
6377,TN
8976,TN
13505,TN
8995,TN
2543,TN
11068,TN
7136,TN
97,TN
2562,TX
12344,TX
15697,TX
15938,TX
2930,TX
8032,TX
7863,TX
7828,TX
3002,TX
15604,TX
3040,TX
8725,TX
15584,TX
12732,TX
8661,TX
2914,TX
8651,TX
2829,TX
8328,TX
15940,TX
15910,TX
15949,TX
8389,TX
12460,TX
8281,TX
15880,TX
2588,TX
8479,TX
12379,TX
16008,TX
8533,TX
15859,TX
15809,TX
8560,TX
12542,TX
2823,TX
8265,TX
15557,TX
15413,TX
15523,TX
7177,TX
15231,TX
7129,TX
3707,TX
3725,TX
7127,TX
6958,TX
6914,TX
15164,TX
6903,TX
13257,TX
6895,TX
6851,TX
6838,TX
3878,TX
6694,TX
13474,TX
13494,TX
6575,TX
15045,TX
3954,TX
15030,TX
3837,TX
7622,TX
7192,TX
7205,TX
3115,TX
3116,TX
12875,TX
15486,TX
12888,TX
15465,TX
7512,TX
3147,TX
7503,TX
7490,TX
7204,TX
7411,TX
7386,TX
15369,TX
3469,TX
3470,TX
15348,TX
3481,TX
3494,TX
15294,TX
7219,TX
7209,TX
15389,TX
8741,TX
16160,TX
8782,TX
10451,TX
579,TX
10393,TX
10363,TX
10352,TX
10343,TX
680,TX
17251,TX
10329,TX
10328,TX
761,TX
763,TX
17193,TX
10259,TX
10250,TX
894,TX
909,TX
10193,TX
10184,TX
10182,TX
17077,TX
11431,TX
17046,TX
17288,TX
17289,TX
549,TX
10466,TX
6,TX
11054,TX
11019,TX
17471,TX
11010,TX
11065,TX
10999,TX
88,TX
17462,TX
10956,TX
10883,TX
16956,TX
212,TX
17435,TX
17427,TX
17425,TX
11164,TX
11176,TX
10701,TX
17380,TX
10690,TX
10683,TX
10643,TX
10543,TX
17438,TX
11488,TX
10102,TX
16914,TX
2098,TX
9129,TX
2130,TX
2135,TX
2139,TX
12014,TX
2226,TX
12031,TX
9019,TX
9001,TX
12063,TX
9178,TX
2285,TX
8988,TX
8945,TX
13595,TX
8934,TX
12140,TX
12155,TX
8890,TX
16128,TX
8884,TX
8865,TX
2470,TX
12074,TX
12285,TX
11933,TX
16423,TX
16905,TX
10019,TX
16811,TX
16745,TX
9786,TX
16709,TX
9741,TX
1538,TX
16686,TX
1590,TX
9666,TX
16422,TX
11718,TX
9542,TX
9538,TX
9526,TX
9515,TX
1815,TX
1836,TX
9431,TX
1837,TX
16491,TX
1914,TX
11887,TX
16604,TX
13600,TX
15776,TX
13959,TX
5571,TX
5177,TX
4603,TX
13835,TX
14170,TX
14835,TX
14800,TX
5249,TX
5329,TX
13999,TX
5339,TX
5769,TX
14821,TX
5775,TX
13973,TX
14961,TX
13944,TX
14522,TX
4885,TX
4363,TX
6233,TX
14789,TX
14534,TX
4359,TX
14911,TX
6213,TX
6207,TX
14532,TX
14799,TX
14336,TX
14568,TX
4167,TX
14089,TX
5533,TX
14880,TX
14603,TX
4241,TX
13860,TX
13661,TX
15014,TX
5263,TX
4031,TX
4952,TX
13672,TX
5307,TX
5519,TX
4020,TX
4761,TX
1076,TN
6129,TN
11459,TN
3723,TN
13277,TN
2606,TN
7310,TN
863,TN
12404,TN
14487,TN
5200,TN
13179,TN
9669,TN
960,TN
13258,TN
567,TN
14475,TN
12612,TN
3927,TN
2275,TN
7806,TN
4633,TN
469,TN
12694,TN
12779,TN
1504,TN
7750,TN
9823,TN
1315,TN
11888,TN
12781,TN
12112,TN
15594,TN
14978,TN
15596,TN
6093,TN
13089,TN
7498,TX
5150,TX
12818,TX
4935,TX
12826,TX
8134,TX
15571,TX
5861,TX
4925,TX
3110,TX
5315,TX
725,TX
5302,TX
12876,TX
15484,TX
7919,TX
15483,TX
15668,TX
7864,TX
7525,TX
5905,TX
12693,TX
14216,TX
14162,TX
15471,TX
12570,TX
15515,TX
15018,TX
12525,TX
9880,TX
9093,TX
16369,TX
1399,TX
9150,TX
9159,TX
4682,TX
16754,TX
14569,TX
2049,TX
9281,TX
9313,TX
2018,TX
2153,TX
1469,TX
9342,TX
14616,TX
9363,TX
9368,TX
11826,TX
1529,TX
11802,TX
9524,TX
1699,TX
1686,TX
1568,TX
1573,TX
1674,TX
4757,TX
9055,TX
11566,TX
14659,TX
8206,TX
14798,TX
8266,TX
8285,TX
12458,TX
15935,TX
2677,TX
1008,TX
3205,TX
12381,TX
2608,TX
2604,TX
16023,TX
11457,TX
12306,TX
10123,TX
1108,TX
5478,TX
12228,TX
10115,TX
2411,TX
14553,TX
16124,TX
1192,TX
12138,TX
10077,TX
4576,TX
12078,TX
16253,TX
12527,TX
15436,TX
2908,TX
9647,TX
184,TX
11102,TX
15197,TX
495,TX
7312,TX
14282,TX
285,TX
6263,TX
11143,TX
11155,TX
14268,TX
13253,TX
6221,TX
327,TX
329,TX
15284,TX
6170,TX
13075,TX
7234,TX
6168,TX
13110,TX
3467,TX
3528,TX
4205,TX
13158,TX
3769,TX
3770,TX
6075,TX
15344,TX
5064,TX
15109,TX
66,TX
15094,TX
3891,TX
6317,TX
3268,TX
11076,TX
3830,TX
5166,TX
28,TX
6378,TX
3917,TX
6301,TX
3880,TX
2788,UT
13649,UT
14528,UT
1729,UT
2897,UT
1520,UT
10265,UT
2926,UT
822,UT
6145,UT
9624,UT
16675,UT
7308,UT
13810,UT
11691,UT
14261,UT
14687,UT
11858,UT
10026,UT
1332,UT
12030,UT
1155,UT
6892,UT
15198,UT
2490,UT
6843,UT
13972,UT
16971,UT
4456,UT
4443,UT
12388,UT
12443,UT
2685,UT
5567,UT
14780,UT
6499,UT
8314,UT
17432,UT
15537,UT
7460,UT
13037,UT
13869,UT
13868,UT
15599,UT
13292,UT
7436,UT
8042,UT
6254,UT
12915,UT
15259,UT
7488,UT
9304,UT
10097,UT
8091,UT
5444,UT
10166,UT
11816,UT
14724,UT
9456,UT
9596,UT
1677,UT
12039,UT
11381,UT
14593,UT
15382,UT
968,UT
10006,UT
2281,UT
12709,UT
3692,UT
3658,UT
11272,UT
12115,VA
16893,VA
3790,VA
14982,VA
7538,VA
521,VA
11559,VA
7017,VA
4578,VA
16851,VA
15605,VA
1117,VA
13960,VA
10740,VA
693,VA
2601,VA
12354,VA
10519,VA
15505,VA
5766,VA
6280,VA
3758,VA
12263,VA
7057,VA
8810,VA
8812,VA
12229,VA
15497,VA
8745,VA
7392,VA
11996,VA
9047,VA
13526,VA
14114,VA
3172,VA
1912,VA
9349,VA
1893,VA
15059,VA
11638,VA
14474,VA
13508,VA
5547,VA
1531,VA
1763,VA
1547,VA
3198,VA
17296,VA
17293,VA
3985,VA
9559,VA
9563,VA
6488,VA
16815,VA
11006,VA
7497,VA
4847,VA
16803,VA
9931,VA
5998,VA
16788,VA
16303,VA
5597,VA
2131,VA
9084,VA
15077,VA
5595,VA
17461,VA
13451,VA
11951,VA
4964,VA
13853,VA
5548,VA
9245,VA
6666,VA
5170,VA
609,VA
17320,VA
14552,VA
4294,VA
10657,VA
8320,VA
15538,VA
15665,VA
17086,VA
17242,VA
6087,VA
13255,VA
13052,VA
8020,VA
13121,VA
4314,VA
3562,VA
4921,VA
7329,VA
3584,VA
5522,VA
10711,VA
15733,VA
12808,VA
5243,VA
12580,VA
17109,VA
1011,VA
15793,VA
17183,VA
13956,VA
10696,VA
10738,VA
5844,VA
3018,VA
1009,VA
10289,VA
8421,VA
17337,VA
3678,VA
5826,VT
2082,VT
16752,VT
12497,VT
1209,VT
7613,VT
3188,VT
4565,VT
15042,VT
3114,VT
14122,VT
1069,VT
15785,VT
17247,VT
13449,VT
2531,VT
6844,VT
11412,VT
11294,VT
5155,VT
679,VT
16201,VT
15419,VT
5619,VT
4626,VT
15080,VT
9546,VT
6517,VT
11101,VT
14292,VT
9049,VT
7697,VT
3743,VT
6046,VT
5514,VT
4469,VT
9148,VT
6417,VT
5940,VT
5370,VT
4792,VT
14707,VT
9857,VT
15388,VT
5759,VA
3241,VA
12993,VA
8068,VA
14337,VA
2097,VA
8059,VA
13188,VA
4331,VA
9136,VA
2878,VA
3005,VA
16436,VA
15335,VA
5906,VA
14516,VA
5108,VA
810,VA
9675,VA
11789,VA
12659,VA
6444,VA
11805,VA
5131,VA
9678,VA
9589,VA
869,VA
7802,VA
7980,VA
15555,VA
5493,VA
1875,VA
3034,VA
2951,VA
15360,VA
11726,VA
9822,VA
7484,VA
2895,VA
2890,VA
16438,VA
6496,VA
12726,VA
11435,VA
3398,VA
11517,VA
4137,VA
16148,VA
12136,VA
1370,VA
7628,VA
4343,VA
15182,VA
15542,VA
6385,VA
12165,VA
2414,VA
12202,VA
15489,VA
11409,VA
5951,VA
12454,VA
1047,VA
2616,VA
12446,VA
11449,VA
990,VA
14737,VA
16172,VA
4139,VA
2678,VA
4211,VA
16050,VA
1109,VA
690,VA
1110,VA
10130,VA
5664,VA
15425,VA
1300,VA
15827,VA
11388,VA
1333,VA
5225,VA
11100,VA
3317,VA
4584,VA
5180,VA
16211,VA
16209,VA
15815,VA
2761,VA
15296,VA
7365,VA
8157,VA
15783,VA
10465,WA
10138,WA
1367,WA
10228,WA
11071,WA
17120,WA
11052,WA
526,WA
5304,WA
781,WA
10733,WA
10864,WA
1411,WA
10147,WA
482,WA
14388,WA
241,WA
14146,WA
10275,WA
10027,WA
17103,WA
9838,WA
10521,WA
11386,WA
4965,WA
9762,WA
14215,WA
14255,WA
16924,WA
11252,WA
10122,WA
14233,WA
17182,WA
5185,WA
11026,WA
11015,WA
11683,WA
11503,WA
16120,WA
9627,WA
12716,WA
13924,WA
3022,WA
7829,WA
2920,WA
4332,WA
2799,WA
2798,WA
15846,WA
8240,WA
12487,WA
14793,WA
15549,WA
2688,WA
15954,WA
13958,WA
12399,WA
4448,WA
2563,WA
4473,WA
16083,WA
14711,WA
8871,WA
4543,WA
2390,WA
12127,WA
15901,WA
4583,WA
15540,WA
13907,WA
6435,WA
13646,WA
6480,WA
13540,WA
6771,WA
14997,WA
13696,WA
6846,WA
13393,WA
6274,WA
13270,WA
13262,WA
4286,WA
14929,WA
7258,WA
3597,WA
13043,WA
7391,WA
7418,WA
7449,WA
3211,WA
15445,WA
13854,WA
14868,WA
12901,WA
15502,WA
13214,WA
5630,WA
14379,WA
14605,WA
9070,WA
9117,WA
11832,WA
9371,WA
5603,WA
11935,WA
11743,WA
9043,WA
4691,WA
16220,WA
1630,WA
9324,WA
5526,WA
4209,WI
5859,WI
15927,WI
12453,WI
15945,WI
11867,WI
17369,WI
8356,WI
10668,WI
8458,WI
12400,WI
10639,WI
12451,WI
7396,WI
12467,WI
15409,WI
15443,WI
5345,WI
13922,WI
15457,WI
11326,WI
5267,WI
4240,WI
7522,WI
11865,WI
5944,WI
903,WI
1525,WI
2159,WI
12069,WI
7216,WI
11692,WI
17476,WI
16873,WI
13694,WI
8943,WI
2375,WI
13407,WI
6297,WI
6890,WI
6292,WI
6998,WI
11444,WI
8868,WI
12012,WI
8850,WI
229,WI
12264,WI
2594,WI
5815,WI
17433,WI
1095,WI
3685,WI
3687,WI
7135,WI
8682,WI
8524,WI
3696,WI
3697,WI
13245,WI
729,WV
10717,WV
6665,WV
10276,WV
5884,WV
11003,WV
1510,WV
11163,WV
3765,WV
5045,WV
10584,WV
1523,WV
7120,WV
5309,WV
2927,WV
1506,WV
10181,WV
17104,WV
8889,WV
17022,WV
10164,WV
4676,WY
3308,WY
10458,WY
3150,WY
13326,WY
16633,WY
10038,WY
12848,WY
6545,WY
58,WY
2305,WY
8252,WY
4329,WY
2875,WY
4848,WY
3038,WY
11790,WY
2985,WY
15242,WA
2253,WA
13035,WA
514,WA
1339,WA
14883,WA
6283,WA
14555,WA
3701,WA
5234,WA
10133,WA
1128,WA
13124,WA
2454,WA
15295,WA
1194,WA
4973,WA
14419,WA
14595,WA
2668,WA
16321,WA
11782,WA
7306,WA
9392,WA
818,WA
7892,WA
7830,WA
9237,WA
8051,WA
1631,WA
4308,WA
10251,WA
1662,WA
1847,WA
9331,WA
2264,WA
14599,WA
689,WA
8178,WA
2081,WA
5672,WA
14598,WA
2740,WA
3160,WA
9771,WA
12528,WA
9185,WA
16592,WA
12931,WA
16052,WV
3934,WV
15038,WV
3933,WV
5670,WV
5802,WV
13288,WV
5356,WV
6223,WV
9328,WV
15539,WV
3091,WV
9632,WV
7540,WV
11595,WV
11575,WV
4812,WV
13134,WV
15858,WV
2824,WV
14600,WV
11599,WV
14363,WI
4010,WI
10286,WI
1311,WI
14694,WI
2000,WI
881,WI
12750,WI
5839,WI
9934,WI
14728,WI
2841,WI
9082,WI
11351,WI
5467,WI
13122,WI
7331,WI
7367,WI
2623,WI
1742,WI
10068,WI
4855,WI
12914,WI
2122,WI
6175,WI
884,WY
2162,WY
2174,WY
12162,WY
346,WY
6324,WY
59,
117,
1431,
1544,
2364,
2796,
3234,
3565,
4038,
4306,
4888,
5660,
6910,
8837,
9059,
9209,
9637,
9658,
9711,
9753,
9984,
10176,
10306,
10312,
10653,
11542,
11868,
12040,
12066,
12273,
12425,
13577,
14125,
14538,
14583,
14590,
15179,
15861,
15887,
16192,
16363,
16466,
17145,
